sentence,label
"The company is involved in the the sale of financial products including insurance , mortgages , car and personal loans , financial brokerage and equipment finance leasing .",1
Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .,0
"The program included operational improvements and reductions in personnel , mainly in the Netherlands .",1
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",1
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",2
Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,2
Estonia 's beer market overall grew three percent last year to 130 million liters .,2
"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .",1
AB InBev to Sell SABMiller Stake in China's Snow Beer,1
The value of the deal is estimated at between SEK25m and SEK50m .,1
"Centrica extends gas deals with Gazprom, Statoil",2
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",1
"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",1
Joint procurement will be later extended to the factories in the Baltic countries .,1
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",2
All depends on financing .,1
Terms were not disclosed .,1
"$CNDO 21% short float, shorts likely to take profits into close",0
The company reiterates its outlook for 2009 .,1
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,2
18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,1
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,2
"New Delhi , Feb. 12 -- Korteniemi Anneli , Helokunnas Tuija , Peltola Marjo , Keskinen Jukka , Salminen Jussi , Tusa Kia and Janhonen Risto of Nokia Telecommunications Oy , Espoo , Finland have developed cable adjustment device .",1
"$AMZN trades in mid to upper range. No break out yet, either direction",1
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",0
"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 .",2
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",1
"Marimekko makes all sorts of colorful little impulse buys `` umbrellas , baby bibs , change purses `` and they 're all for sale , the better to take advantage of shoppers who ca n't commit to furniture but want a piece of the action .",1
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",0
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn .",2
Olli-Pekka Kallasvuo was elected as vice chairman of the Board .,1
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",2
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,1
The insurer anticipates its share in Nordea 's net profit to be significant .,2
"Britain's FTSE falls back with Ashtead, commodities under pressure",0
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,2
Stakes High for AstraZeneca Heart Drug Facing Tough Competition,0
"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",2
"Ethanol would be made from barley , and production could start in 2008 .",1
Currently the quarterly applied surcharges differ significantly from the actual market prices .,1
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,2
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains .,2
Barclays appoints JPMorgan's Paul Compton as new COO,1
"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 .",2
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",1
Copper market may get a 2003-style supply shock from Glencore closures,0
Currency conversions are based on exchange rates at the time of the deal .,1
"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers .",1
$AAPL  downgrade is bias. This stock is a buy.,2
"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",1
"As such , the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe .",1
"The Board of Directors proposes to the Shareholders ' Meeting on 18 March 2010 that the company would pay dividend for the financial year January 1 - December 31 , 2009 , EUR 0.02 per share .",1
"Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices .",1
"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016 .",1
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,1
The aim is to increase sales by at least one fifth in 2006 .,2
LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,1
Dutch publisher De Vijver said today it has agreed to buy a 49 % stake in Belgian weekly magazine Humo from Finnish media company Sanoma HEL : SAA1V .,1
The rebuilds are designed to improve the machines ' performance and product quality .,2
"$WFM Bought a little yesterday, hoping for an earnings pop.",2
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,2
Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,1
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",0
"Operating margin , however , slipped to 14.4 % from 15.1 % , dragged down by a poor performance in enterprise solutions .",1
Berkshire seeks to boost its Wells Fargo stake above 10 percent,2
"NAVTEQ has a commanding lead in installed map data systems in North American vehicles and may be the leader in turn-by-turn navigation data offered by services such as OnStar in North America , said analyst Phil Magney of Telematics Research Group in Minnetonka , Minn. .",2
Sanoma News ' advertising sales decreased by 22 % during the year .,0
UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,0
Travel expenses would be reimbursed in accordance with the travel policy of the company .,1
UPDATE 2-Pricey beers lift SABMiller's quarterly underlying sales,2
Capital base and capital adequacy measurement is based on approaches under Basel II .,1
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",0
Arm profits and sales up as shift away from mobile gains pace,2
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,2
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",1
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,1
"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments .",1
The Department Store Division reported an increase in sales of 4 per cent .,2
"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .",1
"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .",2
Ruling sets lower limit on potential fine for BP,0
